ANO_OCORRENCIA;MES_OCORRENCIA;UF;MUNICIPIO;ESPECIE_ARMA;MARCA_ARMA;CALIBRE_ARMA;TIPO_OCORRENCIA;MAIS_1000_MIL_HAB;TOTAL
2025;04;RS;CAMAQUÃ                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;CAMAQUÃ                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recuperação de Arma de Fogo                                               ;N;1
2025;04;RS;CAMPO BOM                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;CAMPO NOVO                         ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;28                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;CANDELÁRIA                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;CANDIOTA                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;CANELA                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;CANELA                             ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;CANOAS                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;S;1
2025;04;RS;CARAZINHO                          ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;CAXIAS DO SUL                      ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Recuperação de Arma de Fogo                                               ;S;1
2025;04;RS;CAXIAS DO SUL                      ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;CAXIAS DO SUL                      ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;24                                                ;Remetida ao Exército para destruição                                      ;S;1
2025;04;RS;CAXIAS DO SUL                      ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;28                                                ;Remetida ao Exército para destruição                                      ;S;1
2025;04;RS;CAXIAS DO SUL                      ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;.410/36                                           ;Remetida ao Exército para destruição                                      ;S;1
2025;04;RS;CAXIAS DO SUL                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Remetida ao Exército para destruição                                      ;S;2
2025;04;RS;CAXIAS DO SUL                      ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Remetida ao Exército para destruição                                      ;S;1
2025;04;RS;CAXIAS DO SUL                      ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;CAÇAPAVA DO SUL                    ;Espingarda                                        ;POMBA                                                                 ;28                                                ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;CHAPADA                            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;CHIAPETTA                          ;Rifle                                             ;CZ (CESKOSLOVENSKA ZBROJOVKA)                                         ;.22 LR                                            ;Apostilada no Exercito                                                    ;N;1
2025;04;RS;COXILHA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Extravio/Perda de Arma de Fogo                                            ;N;2
2025;04;RS;CRUZ ALTA                          ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.357 Mag                                          ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;CRUZ ALTA                          ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;DOM PEDRITO                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;ELDORADO DO SUL                    ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;ENCANTADO                          ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;04;RS;ENCRUZILHADA DO SUL                ;Espingarda                                        ;SARASQUETA (VICTOR SARASQUETA)                                        ;16                                                ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;ENCRUZILHADA DO SUL                ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;ENTRE-IJUÍS                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;ERECHIM                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;ERECHIM                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;ESPUMOSO                           ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;ESPUMOSO                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Recuperação de Arma de Fogo                                               ;N;1
2025;04;RS;ESTÂNCIA VELHA                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Recuperação de Arma de Fogo                                               ;N;1
2025;04;RS;FARROUPILHA                        ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Remetida ao Exército para destruição                                      ;N;1
2025;04;RS;FARROUPILHA                        ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.32                                               ;Remetida ao Exército para destruição                                      ;N;1
2025;04;RS;FONTOURA XAVIER                    ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;FREDERICO WESTPHALEN               ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;04;RS;GIRUÁ                              ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Remetida ao Exército para destruição                                      ;N;1
2025;04;RS;GIRUÁ                              ;Rifle                                             ;ROSSI (AMADEO ROSSI S.A.)                                             ;.44-40 Win                                        ;Remetida ao Exército para destruição                                      ;N;1
2025;04;RS;GLORINHA                           ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;GRAMADO                            ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;36                                                ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;04;RS;GRAVATAÍ                           ;Pistola                                           ;IMBEL                                                                 ;.380                                              ;Recuperação de Arma de Fogo                                               ;S;1
2025;04;RS;GRAVATAÍ                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Extravio/Perda de Arma de Fogo                                            ;S;1
2025;04;RS;GRAVATAÍ                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Extravio/Perda de Arma de Fogo                                            ;S;1
2025;04;RS;GRAVATAÍ                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Furto de Arma de Fogo                                                     ;S;1
2025;04;RS;IBIAÇÁ                             ;Revolver                                          ;SMITH & WESSON                                                        ;.38                                               ;Recuperação de Arma de Fogo                                               ;N;1
2025;04;RS;IBIRAPUITÃ                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;04;RS;IJUÍ                               ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;28                                                ;Campanha do Desarmamento                                                  ;N;1
2025;04;RS;IJUÍ                               ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;N;1
2025;04;RS;INDEPENDÊNCIA                      ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;28                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;IPÊ                                ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;IPÊ                                ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;IVOTI                              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Recuperação de Arma de Fogo                                               ;N;1
2025;04;RS;LAJEADO                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;LAJEADO DO BUGRE                   ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;MIRAGUAÍ                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;MONTE BELO DO SUL                  ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito                                                    ;N;1
2025;04;RS;NOVA BOA VISTA                     ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;NOVA RAMADA                        ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;NOVO HAMBURGO                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;NOVO HAMBURGO                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;NOVO HAMBURGO                      ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;PASSO FUNDO                        ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Recuperação de Arma de Fogo                                               ;S;1
2025;04;RS;PASSO FUNDO                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Extravio/Perda de Arma de Fogo                                            ;S;1
2025;04;RS;PELOTAS                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Remetida ao Exército para destruição                                      ;S;1
2025;04;RS;PELOTAS                            ;Revolver                                          ;H & R (HARRINGTON & RICHARDSON)                                       ;.32                                               ;Remetida ao Exército para destruição                                      ;S;1
2025;04;RS;PELOTAS                            ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Remetida ao Exército para destruição                                      ;S;1
2025;04;RS;PELOTAS                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.22 LR                                            ;Remetida ao Exército para destruição                                      ;S;1
2025;04;RS;PELOTAS                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Remetida ao Exército para destruição                                      ;S;2
2025;04;RS;PELOTAS                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2025;04;RS;PELOTAS                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Remetida ao Exército para destruição                                      ;S;3
2025;04;RS;PORTO ALEGRE                       ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Apostilada no Exercito                                                    ;S;1
2025;04;RS;PORTO ALEGRE                       ;Espingarda                                        ;A.Y.A. (AGUIRRE Y ARANZABAL)                                          ;20                                                ;Campanha do Desarmamento                                                  ;S;1
2025;04;RS;PORTO ALEGRE                       ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito                                                    ;S;1
2025;04;RS;PORTO ALEGRE                       ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;36                                                ;Furto de Arma de Fogo                                                     ;S;1
2025;04;RS;PORTO ALEGRE                       ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Recuperação de Arma de Fogo                                               ;S;1
2025;04;RS;PORTO ALEGRE                       ;Espingarda                                        ;INA (INDÚSTRIA NACIONAL DE ARMAS)                                     ;16                                                ;Furto de Arma de Fogo                                                     ;S;1
2025;04;RS;PORTO ALEGRE                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;PORTO ALEGRE                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Recuperação de Arma de Fogo                                               ;S;1
2025;04;RS;PORTO ALEGRE                       ;Pistola                                           ;WALTHER (CARL WALTHER GMBH SPORTWAFFEN)                               ;7,65mm                                            ;Arrecadação                                                               ;S;1
2025;04;RS;PORTO ALEGRE                       ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Recuperação de Arma de Fogo                                               ;S;1
2025;04;RS;PORTO ALEGRE                       ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;PORTO ALEGRE                       ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2025;04;RS;PORTO ALEGRE                       ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Furto de Arma de Fogo                                                     ;S;1
2025;04;RS;PORTO ALEGRE                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;PORTO ALEGRE                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;3
2025;04;RS;PORTO ALEGRE                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Arrecadação                                                               ;S;1
2025;04;RS;PORTO ALEGRE                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;S;2
2025;04;RS;PORTO ALEGRE                       ;Rifle                                             ;WINCHESTER                                                            ;.22 LR                                            ;Campanha do Desarmamento                                                  ;S;1
2025;04;RS;PORTO XAVIER                       ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito                                                    ;N;1
2025;04;RS;RIO DOS ÍNDIOS                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;RIO DOS ÍNDIOS                     ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;RIO GRANDE                         ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Extravio/Perda de Arma de Fogo                                            ;S;1
2025;04;RS;RIO GRANDE                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2025;04;RS;RIO PARDO                          ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;04;RS;RIO PARDO                          ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;RIO PARDO                          ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;RODEIO BONITO                      ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;ROSÁRIO DO SUL                     ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;20                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;ROSÁRIO DO SUL                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;ROSÁRIO DO SUL                     ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;ROSÁRIO DO SUL                     ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;SANTA CECÍLIA DO SUL               ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;32                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;SANTA CRUZ DO SUL                  ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;28                                                ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;SANTA CRUZ DO SUL                  ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;SANTA CRUZ DO SUL                  ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;SANTA CRUZ DO SUL                  ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;SANTA CRUZ DO SUL                  ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;SANTA CRUZ DO SUL                  ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2025;04;RS;SANTA MARIA                        ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;28                                                ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;SANTA MARIA                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;SANTA MARIA                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;S;1
2025;04;RS;SANTA MARIA                        ;Revolver                                          ;INA (INDÚSTRIA NACIONAL DE ARMAS)                                     ;.32                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;SANTA MARIA                        ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;2
2025;04;RS;SANTA MARIA                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;SANTA MARIA                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;SANTA MARIA                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;SANTA MARIA                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2025;04;RS;SANTO ANTÔNIO DAS MISSÕES          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Recuperação de Arma de Fogo                                               ;N;1
2025;04;RS;SANTO ÂNGELO                       ;Espingarda                                        ;BELGA                                                                 ;24                                                ;Campanha do Desarmamento                                                  ;N;1
2025;04;RS;SANTO ÂNGELO                       ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;SANTO ÂNGELO                       ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;04;RS;SAPUCAIA DO SUL                    ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2025;04;RS;SOBRADINHO                         ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;36                                                ;Recuperação de Arma de Fogo                                               ;N;1
2025;04;RS;SOBRADINHO                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Recuperação de Arma de Fogo                                               ;N;1
2025;04;RS;SÃO FRANCISCO DE ASSIS             ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;SÃO FRANCISCO DE ASSIS             ;Espingarda                                        ;TAURUS ARMAS S.A.                                                     ;36                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;SÃO FRANCISCO DE ASSIS             ;Revolver                                          ;SMITH & WESSON                                                        ;.38                                               ;Recuperação de Arma de Fogo                                               ;N;1
2025;04;RS;SÃO JOSÉ DO OURO                   ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;SÃO LEOPOLDO                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;SÃO LEOPOLDO                       ;Rifle                                             ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2025;04;RS;SÃO LUIZ GONZAGA                   ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Campanha do Desarmamento                                                  ;N;1
2025;04;RS;SÃO LUIZ GONZAGA                   ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;SÃO PEDRO DO SUL                   ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;04;RS;TAPEJARA                           ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;TAPEJARA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Recuperação de Arma de Fogo                                               ;N;1
2025;04;RS;TAQUARA                            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Recuperação de Arma de Fogo                                               ;N;1
2025;04;RS;TAQUARA                            ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2025;04;RS;TAQUARI                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Recuperação de Arma de Fogo                                               ;N;1
2025;04;RS;TAQUARUÇU DO SUL                   ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;TEUTÔNIA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;TRAMANDAÍ                          ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;TRAMANDAÍ                          ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;TRÊS CACHOEIRAS                    ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;04;RS;TRÊS FORQUILHAS                    ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;16                                                ;Arrecadação                                                               ;N;1
2025;04;RS;TUPANCIRETÃ                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo                                                     ;N;1
2025;04;RS;TUPARENDI                          ;Carabina                                          ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito                                                    ;N;1
2025;04;RS;URUGUAIANA                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Recuperação de Arma de Fogo                                               ;S;1
