ANO_OCORRENCIA;MES_OCORRENCIA;UF;MUNICIPIO;ESPECIE_ARMA;MARCA_ARMA;CALIBRE_ARMA;TIPO_OCORRENCIA;MAIS_1000_MIL_HAB;TOTAL;DATA
2025;3;RS;SANTANA DO LIVRAMENTO              ;Revolver                                          ;SMITH & WESSON                                                        ;.38                                               ;Campanha do Desarmamento;N;1;2025-03-01
2025;3;RS;SANTO ANTÔNIO DA PATRULHA          ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;20                                                ;Campanha do Desarmamento;N;1;2025-03-01
2025;3;RS;SANTO CRISTO                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SANTO ÂNGELO                       ;Carabina                                          ;PUMA                                                                  ;.38                                               ;Furto de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SANTO ÂNGELO                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SAPIRANGA                          ;Espingarda                                        ;BREDA                                                                 ;12                                                ;Furto de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SAPIRANGA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SAPUCAIA DO SUL                    ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;S;1;2025-03-01
2025;3;RS;SEDE NOVA                          ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Recuperação de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SERTÃO                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apostilada no Exercito;N;1;2025-03-01
2025;3;RS;SERTÃO                             ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito;N;1;2025-03-01
2025;3;RS;SINIMBU                            ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;36                                                ;Recuperação de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SOLEDADE                           ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito;N;1;2025-03-01
2025;3;RS;SÃO BORJA                          ;Carabina                                          ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Roubo de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SÃO BORJA                          ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento;N;1;2025-03-01
2025;3;RS;SÃO BORJA                          ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Extravio/Perda de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SÃO BORJA                          ;Revolver                                          ;SMITH & WESSON                                                        ;.38                                               ;Campanha do Desarmamento;N;1;2025-03-01
2025;3;RS;SÃO BORJA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Furto de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SÃO FRANCISCO DE PAULA             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.38 TPC                                           ;Apostilada no Exercito;N;1;2025-03-01
2025;3;RS;SÃO FRANCISCO DE PAULA             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SÃO GABRIEL                        ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Extravio/Perda de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SÃO LEOPOLDO                       ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Recuperação de Arma de Fogo;S;1;2025-03-01
2025;3;RS;SÃO LEOPOLDO                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Arrecadação;S;1;2025-03-01
2025;3;RS;SÃO LEOPOLDO                       ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-03-01
2025;3;RS;SÃO LEOPOLDO                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Recuperação de Arma de Fogo;S;1;2025-03-01
2025;3;RS;SÃO LOURENÇO DO SUL                ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SÃO LOURENÇO DO SUL                ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SÃO LOURENÇO DO SUL                ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SÃO MARCOS                         ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Apostilada no Exercito;N;1;2025-03-01
2025;3;RS;SÃO MARCOS                         ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;24                                                ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SÃO MARCOS                         ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;20                                                ;Apostilada no Exercito;N;1;2025-03-01
2025;3;RS;SÃO MARCOS                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apostilada no Exercito;N;1;2025-03-01
2025;3;RS;SÃO MARCOS                         ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito;N;1;2025-03-01
2025;3;RS;SÃO PEDRO DO SUL                   ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SÃO SEBASTIÃO DO CAÍ               ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SÃO SEBASTIÃO DO CAÍ               ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SÃO VALENTIM                       ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;SÃO VALÉRIO DO SUL                 ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;TIO HUGO                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Arrecadação;N;1;2025-03-01
2025;3;RS;TRÊS CACHOEIRAS                    ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;TRÊS DE MAIO                       ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;20                                                ;Furto de Arma de Fogo;N;1;2025-03-01
2025;3;RS;TRÊS DE MAIO                       ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;TRÊS PASSOS                        ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Furto de Arma de Fogo;N;1;2025-03-01
2025;3;RS;TRÊS PASSOS                        ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Furto de Arma de Fogo;N;1;2025-03-01
2025;3;RS;TRÊS PASSOS                        ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;TUCUNDUVA                          ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;TUPANCIRETÃ                        ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apostilada no Exercito;N;1;2025-03-01
2025;3;RS;TUPANCIRETÃ                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apostilada no Exercito;N;1;2025-03-01
2025;3;RS;TUPANCIRETÃ                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;7,65mm                                            ;Remetida ao Exército para destruição;N;1;2025-03-01
2025;3;RS;TUPANCIRETÃ                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Remetida ao Exército para destruição;N;1;2025-03-01
2025;3;RS;UNISTALDA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Remetida ao Exército para destruição;N;1;2025-03-01
2025;3;RS;URUGUAIANA                         ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Recuperação de Arma de Fogo;S;1;2025-03-01
2025;3;RS;URUGUAIANA                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Recuperação de Arma de Fogo;S;1;2025-03-01
2025;3;RS;URUGUAIANA                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo;S;1;2025-03-01
2025;3;RS;URUGUAIANA                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apreensão de Arma de Fogo;S;1;2025-03-01
2025;3;RS;VACARIA                            ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Apostilada no Exercito;N;1;2025-03-01
2025;3;RS;VACARIA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;VACARIA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito;N;1;2025-03-01
2025;3;RS;VENÂNCIO AIRES                     ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito;N;1;2025-03-01
2025;3;RS;VENÂNCIO AIRES                     ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Recuperação de Arma de Fogo;N;1;2025-03-01
2025;3;RS;VENÂNCIO AIRES                     ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;28                                                ;Apostilada no Exercito;N;1;2025-03-01
2025;3;RS;VENÂNCIO AIRES                     ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;20                                                ;Recuperação de Arma de Fogo;N;1;2025-03-01
2025;3;RS;VENÂNCIO AIRES                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo;N;2;2025-03-01
2025;3;RS;VENÂNCIO AIRES                     ;Revolver                                          ;SMITH & WESSON                                                        ;.32                                               ;Recuperação de Arma de Fogo;N;1;2025-03-01
2025;3;RS;VENÂNCIO AIRES                     ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo;N;1;2025-03-01
2025;3;RS;VENÂNCIO AIRES                     ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Recuperação de Arma de Fogo;N;1;2025-03-01
2025;3;RS;VENÂNCIO AIRES                     ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito;N;1;2025-03-01
2025;3;RS;VERANÓPOLIS                        ;Pistola                                           ;BERSA                                                                 ;.380                                              ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;VIAMÃO                             ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo;S;1;2025-03-01
2025;3;RS;VIAMÃO                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Campanha do Desarmamento;S;1;2025-03-01
2025;3;RS;VIAMÃO                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo;S;1;2025-03-01
2025;3;RS;VIAMÃO                             ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo;S;2;2025-03-01
2025;3;RS;VICENTE DUTRA                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;6,35mm                                            ;Roubo de Arma de Fogo;N;1;2025-03-01
2025;3;RS;VICENTE DUTRA                      ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;ÁGUA SANTA                         ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;20                                                ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;RS;ÁGUA SANTA                         ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Remetida ao Exército para destruição;N;1;2025-03-01
2025;3;RS;ÁGUA SANTA                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito;N;1;2025-03-01
2025;3;RS;ÁGUA SANTA                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Remetida ao Exército para destruição;N;1;2025-03-01
2025;3;SC;APIÚNA                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo;N;1;2025-03-01
2025;3;SC;ARARANGUÁ                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apostilada no Exercito;N;1;2025-03-01
2025;3;SC;BALNEÁRIO ARROIO DO SILVA          ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Apostilada no Exercito;N;1;2025-03-01
2025;3;SC;BLUMENAU                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento;S;1;2025-03-01
2025;3;SC;BLUMENAU                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Extravio/Perda de Arma de Fogo;S;1;2025-03-01
2025;3;SC;CAMBORIÚ                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Recuperação de Arma de Fogo;N;1;2025-03-01
2025;3;SC;CAÇADOR                            ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;28                                                ;Apostilada no Exercito;N;1;2025-03-01
2025;3;SC;CHAPECÓ                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Recuperação de Arma de Fogo;S;2;2025-03-01
2025;3;SC;CORONEL FREITAS                    ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Recuperação de Arma de Fogo;N;1;2025-03-01
2025;3;SC;CORONEL FREITAS                    ;Rifle                                             ;CZ (CESKOSLOVENSKA ZBROJOVKA)                                         ;.22 LR                                            ;Recuperação de Arma de Fogo;N;1;2025-03-01
2025;3;SC;CRICIÚMA                           ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Apostilada no Exercito;S;1;2025-03-01
2025;3;SC;CRICIÚMA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apostilada no Exercito;S;1;2025-03-01
2025;3;SC;CRICIÚMA                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apostilada no Exercito;S;1;2025-03-01
2025;3;SC;CRICIÚMA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-03-01
2025;3;SC;FLORIANÓPOLIS                      ;Carabina                                          ;MOSSBERG (O.F. MOSSBERG & SONS)                                       ;.22 LR                                            ;Apostilada no Exercito;S;1;2025-03-01
2025;3;SC;FLORIANÓPOLIS                      ;Pistola                                           ;WALTHER (CARL WALTHER GMBH SPORTWAFFEN)                               ;.380                                              ;Apostilada no Exercito;S;2;2025-03-01
2025;3;SC;FLORIANÓPOLIS                      ;Revolver                                          ;COLT                                                                  ;.38                                               ;Apostilada no Exercito;S;2;2025-03-01
2025;3;SC;IRINEÓPOLIS                        ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito;N;1;2025-03-01
2025;3;SC;IRINEÓPOLIS                        ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito;N;1;2025-03-01
2025;3;SC;ITAIÓPOLIS                         ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22                                               ;Apostilada no Exercito;N;1;2025-03-01
2025;3;SC;ITAIÓPOLIS                         ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito;N;1;2025-03-01
2025;3;SC;ITAJAÍ                             ;Fuzil                                             ;TAURUS ARMAS S.A.                                                     ;5,56x45mm                                         ;Recuperação de Arma de Fogo;S;1;2025-03-01
2025;3;SC;ITAJAÍ                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;S;1;2025-03-01
2025;3;SC;IÇARA                              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Apostilada no Exercito;N;1;2025-03-01
2025;3;SC;JARAGUÁ DO SUL                     ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreensão de Arma de Fogo;S;1;2025-03-01
2025;3;SC;JOAÇABA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Campanha do Desarmamento;N;1;2025-03-01
2025;3;SC;MELEIRO                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Furto de Arma de Fogo;N;1;2025-03-01
2025;3;SC;PALHOÇA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo;S;3;2025-03-01
2025;3;SC;PENHA                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Recuperação de Arma de Fogo;N;1;2025-03-01
2025;3;SC;PORTO UNIÃO                        ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;12                                                ;Apostilada no Exercito;N;1;2025-03-01
2025;3;SC;QUILOMBO                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apostilada no Exercito;N;1;2025-03-01
2025;3;SC;SAUDADES                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo;N;1;2025-03-01
2025;3;SC;SOMBRIO                            ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.357 Mag                                          ;Apostilada no Exercito;N;1;2025-03-01
2025;3;SC;SÃO JOSÉ                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;7,65mm                                            ;Campanha do Desarmamento;S;1;2025-03-01
2025;3;SC;SÃO JOSÉ                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento;S;1;2025-03-01
2025;3;SC;SÃO LOURENÇO DO OESTE              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;SC;TIMBÉ DO SUL                       ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito;N;1;2025-03-01
2025;3;SE;ARACAJU                            ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;20                                                ;Campanha do Desarmamento;S;1;2025-03-01
2025;3;SE;ARACAJU                            ;Pistola                                           ;BERETTA (PIETRO BERETTA S.P.A.)                                       ;6,35mm                                            ;Sub Judice;S;1;2025-03-01
2025;3;SE;ARACAJU                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Sub Judice;S;1;2025-03-01
2025;3;SE;ARACAJU                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;7,65mm                                            ;Sub Judice;S;1;2025-03-01
2025;3;SE;ITABAIANA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Campanha do Desarmamento;N;1;2025-03-01
2025;3;SP;ASSIS                              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.22 LR                                            ;Apostilada no Exercito;S;1;2025-03-01
2025;3;SP;ASSIS                              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito;S;1;2025-03-01
2025;3;SP;ATIBAIA                            ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;28                                                ;Apreensão de Arma de Fogo;S;1;2025-03-01
2025;3;SP;BARRA BONITA                       ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;36                                                ;Apostilada no Exercito;N;1;2025-03-01
2025;3;SP;BARRA BONITA                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.22 LR                                            ;Apostilada no Exercito;N;1;2025-03-01
2025;3;SP;BIRIGUI                            ;Espingarda                                        ;MOSSBERG (O.F. MOSSBERG & SONS)                                       ;12                                                ;Apostilada no Exercito;S;1;2025-03-01
2025;3;SP;BIRIGUI                            ;Espingarda                                        ;MOSSBERG (O.F. MOSSBERG & SONS)                                       ;12                                                ;Recuperação de Arma de Fogo;S;1;2025-03-01
2025;3;SP;BRAGANÇA PAULISTA                  ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Recuperação de Arma de Fogo;S;1;2025-03-01
2025;3;SP;CAMPINAS                           ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Apreensão de Arma de Fogo;S;1;2025-03-01
2025;3;SP;CAMPINAS                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Campanha do Desarmamento;S;1;2025-03-01
2025;3;SP;CAMPINAS                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apostilada no Exercito;S;1;2025-03-01
2025;3;SP;CAMPINAS                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Furto de Arma de Fogo;S;2;2025-03-01
2025;3;SP;CAMPINAS                           ;Revolver                                          ;SMITH & WESSON                                                        ;.38                                               ;Campanha do Desarmamento;S;1;2025-03-01
2025;3;SP;FRANCA                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Campanha do Desarmamento;S;1;2025-03-01
2025;3;SP;GUARUJÁ                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento;S;1;2025-03-01
2025;3;SP;GUARULHOS                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo;S;1;2025-03-01
2025;3;SP;IBIÚNA                             ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;SP;ICÉM                               ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.357 Mag                                          ;Apostilada no Exercito;N;1;2025-03-01
2025;3;SP;LIMEIRA                            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito;S;1;2025-03-01
2025;3;SP;LIMEIRA                            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo;S;1;2025-03-01
2025;3;SP;LIMEIRA                            ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apostilada no Exercito;S;1;2025-03-01
2025;3;SP;LIMEIRA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.22 LR                                            ;Apostilada no Exercito;S;1;2025-03-01
2025;3;SP;LIMEIRA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Recuperação de Arma de Fogo;S;1;2025-03-01
2025;3;SP;LIMEIRA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;7,65mm                                            ;Apreensão de Arma de Fogo;S;1;2025-03-01
2025;3;SP;LIMEIRA                            ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-03-01
2025;3;SP;LIMEIRA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Apostilada no Exercito;S;1;2025-03-01
2025;3;SP;LINS                               ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apostilada no Exercito;N;1;2025-03-01
2025;3;SP;LORENA                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo;N;1;2025-03-01
2025;3;SP;MIRANDÓPOLIS                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-03-01
2025;3;SP;PINDAMONHANGABA                    ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recuperação de Arma de Fogo;S;1;2025-03-01
2025;3;SP;PIRAPOZINHO                        ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;28                                                ;Furto de Arma de Fogo;N;1;2025-03-01
2025;3;SP;PRESIDENTE EPITÁCIO                ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Recuperação de Arma de Fogo;N;1;2025-03-01
2025;3;SP;RIBEIRÃO PRETO                     ;Revolver                                          ;GH (GUISASOLA HERMANOS)                                               ;.32                                               ;Sub Judice;S;1;2025-03-01
2025;3;SP;RIBEIRÃO PRETO                     ;Revolver                                          ;SMITH & WESSON                                                        ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-03-01
2025;3;SP;SANTA BÁRBARA D´OESTE              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-03-01
2025;3;SP;SANTA FÉ DO SUL                    ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Recuperação de Arma de Fogo;N;1;2025-03-01
2025;3;SP;SANTOS                             ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apostilada no Exercito;S;1;2025-03-01
2025;3;SP;SANTOS                             ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Recuperação de Arma de Fogo;S;1;2025-03-01
2025;3;SP;SERTÃOZINHO                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo;S;1;2025-03-01
2025;3;SP;SUMARÉ                             ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito;S;1;2025-03-01
2025;3;SP;SÃO BERNARDO DO CAMPO              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-03-01
